Desi/KG,Aras,DHL eCommerce,Kolay Gelsin,PTT,Sürat,TEX,Yurtiçi,Borusan,CEVA,Horoz
335,3599.81,10616.94,,,4375.51,,4618.67,4079.65,4153.48,3881.86
336,3610.52,10649.93,,,4388.70,,4632.26,4091.83,4165.89,3893.45
337,3621.22,10682.92,,,4401.88,,4645.85,4104.01,4178.32,3905.04
338,3631.93,10715.91,,,4415.06,,4659.44,4116.19,4190.73,3916.63
339,3642.64,10748.90,,,4428.24,,4673.04,4128.37,4203.15,3928.21
340,3653.34,10781.89,,,4441.43,,4686.63,4140.55,4215.56,3939.80
341,3664.05,10814.88,,,4454.61,,4700.22,4152.73,4227.98,3951.39
342,3674.75,10847.87,,,4467.79,,4713.81,4164.90,4240.40,3962.98
343,3685.46,10880.86,,,4480.98,,4727.40,4177.08,4252.81,3974.56
344,3696.17,10913.85,,,4494.16,,4740.99,4189.26,4265.22,3986.15
345,3706.87,10946.84,,,4507.34,,4754.58,4201.44,4277.65,3997.74
346,3717.58,10979.83,,,4520.52,,4768.17,4213.62,4290.06,4009.33
347,3728.28,11012.82,,,4533.71,,4781.76,4225.80,4302.47,4020.91
348,3738.99,11045.81,,,4546.89,,4795.36,4237.98,4314.90,4032.50
349,3749.69,11078.80,,,4560.07,,4808.95,4250.16,4327.31,4044.09
350,3760.40,11111.79,,,4573.25,,4822.54,4262.34,4339.72,4055.68
351,3771.11,11144.78,,,4586.44,,4836.13,4274.51,4352.14,4067.27
352,3781.81,11177.77,,,4599.62,,4849.72,4286.69,4364.56,4078.85
353,3792.52,11210.76,,,4612.80,,4863.31,4298.87,4376.97,4090.44
354,3803.22,11243.75,,,4625.98,,4876.90,4311.05,4389.39,4102.03
355,3813.93,11276.74,,,4639.17,,4890.49,4323.23,4401.80,4113.62
356,3824.64,11309.73,,,4652.35,,4904.08,4335.41,4414.22,4125.20
357,3835.34,11342.72,,,4665.53,,4917.67,4347.59,4426.64,4136.79
358,3846.05,11375.71,,,4678.72,,4931.27,4359.77,4439.05,4148.38
359,3856.75,11408.70,,,4691.90,,4944.86,4371.94,4451.47,4159.97
360,3867.46,11441.69,,,4705.08,,4958.45,4384.12,4463.89,4171.55
361,3878.16,11474.68,,,4718.26,,4972.04,4396.30,4476.30,4183.14
362,3888.87,11507.67,,,4731.45,,4985.63,4408.48,4488.72,4194.73
363,3899.58,11540.66,,,4744.63,,4999.22,4420.66,4501.14,4206.32
364,3910.28,11573.65,,,4757.81,,5012.81,4432.84,4513.55,4217.90
365,3920.99,11606.64,,,4770.99,,5026.40,4445.02,4525.97,4229.49
366,3931.69,11639.63,,,4784.18,,5039.99,4457.20,4538.38,4241.08
367,3942.40,11672.62,,,4797.36,,5053.59,4469.37,4550.80,4252.67
368,3953.10,11705.61,,,4810.54,,5067.18,4481.55,4563.22,4264.26
369,3963.81,11738.60,,,4823.72,,5080.77,4493.73,4575.63,4275.84
370,3974.52,11771.59,,,4836.91,,5094.36,4505.91,4588.04,4287.43
371,3985.22,11804.58,,,4850.09,,5107.95,4518.09,4600.47,4299.02
372,3995.93,11837.57,,,4863.27,,5121.54,4530.27,4612.88,4310.61
373,4006.63,11870.56,,,4876.46,,5135.13,4542.45,4625.29,4322.19
374,4017.34,11903.55,,,4889.64,,5148.72,4554.63,4637.72,4333.78
375,4028.05,11936.54,,,4902.82,,5162.31,4566.81,4650.13,4345.37
376,4038.75,11969.53,,,4916.00,,5175.91,4578.98,4662.54,4356.96
377,4049.46,12002.52,,,4929.19,,5189.50,4591.16,4674.96,4368.54
378,4060.16,12035.51,,,4942.37,,5203.09,4603.34,4687.38,4380.13
379,4070.87,12068.50,,,4955.55,,5216.68,4615.52,4699.80,4391.72
380,4081.57,12101.49,,,4968.73,,5230.27,4627.70,4712.21,4403.31
381,4092.28,12134.48,,,4981.92,,5243.86,4639.88,4724.62,4414.89
382,4102.99,12167.47,,,4995.10,,5257.45,4652.06,4737.05,4426.48
383,4113.69,12200.46,,,5008.28,,5271.04,4664.24,4749.46,4438.07
384,4124.40,12233.45,,,5021.46,,5284.63,4676.41,4761.87,4449.66
385,4135.10,12266.44,,,5034.65,,5298.22,4688.59,4774.29,4461.25
386,4145.81,12299.43,,,5047.83,,5311.82,4700.77,4786.71,4472.83
387,4156.52,12332.42,,,5061.01,,5325.41,4712.95,4799.12,4484.42
388,4167.22,12365.41,,,5074.20,,5339.00,4725.13,4811.54,4496.01
389,4177.93,12398.40,,,5087.38,,5352.59,4737.31,4823.96,4507.60
390,4188.63,12431.39,,,5100.56,,5366.18,4749.49,4836.37,4519.18
391,4199.34,12464.38,,,5113.74,,5379.77,4761.67,4848.79,4530.77
392,4210.04,12497.37,,,5126.93,,5393.36,4773.84,4861.20,4542.36
393,4220.75,12530.36,,,5140.11,,5406.95,4786.02,4873.62,4553.95
394,4231.46,12563.35,,,5153.29,,5420.54,4798.20,4886.04,4565.53
395,4242.16,12596.34,,,5166.47,,5434.14,4810.38,4898.45,4577.12
396,4252.87,12629.33,,,5179.66,,5447.73,4822.56,4910.86,4588.71
397,4263.57,12662.32,,,5192.84,,5461.32,4834.74,4923.29,4600.30
398,4274.28,12695.31,,,5206.02,,5474.91,4846.92,4935.70,4611.88
399,4284.99,12728.30,,,5219.21,,5488.50,4859.10,4948.11,4623.47
400,4295.69,12761.29,,,5232.39,,5502.09,4871.28,4960.53,4635.06
401,4306.40,12794.28,,,5245.57,,5515.68,4883.45,4972.95,4646.65
402,4317.10,12827.27,,,5258.75,,5529.27,4895.63,4985.37,4658.24
403,4327.81,12860.26,,,5271.94,,5542.86,4907.81,4997.78,4669.82
404,4338.51,12893.25,,,5285.12,,5556.45,4919.99,5010.20,4681.41
405,4349.22,12926.24,,,5298.30,,5570.05,4932.17,5022.62,4693.00
406,4359.93,12959.23,,,5311.48,,5583.64,4944.35,5035.03,4704.59
407,4370.63,12992.22,,,5324.67,,5597.23,4956.53,5047.44,4716.17
408,4381.34,13025.21,,,5337.85,,5610.82,4968.71,5059.87,4727.76
409,4392.04,13058.20,,,5351.03,,5624.41,4980.88,5072.28,4739.35
410,4402.75,13091.19,,,5364.21,,5638.00,4993.06,5084.69,4750.94
411,4413.45,13124.18,,,5377.40,,5651.59,5005.24,5097.11,4762.52
412,4424.16,13157.17,,,5390.58,,5665.18,5017.42,5109.53,4774.11
413,4434.87,13190.16,,,5403.76,,5678.77,5029.60,5121.94,4785.70
414,4445.57,13223.15,,,5416.95,,5692.37,5041.78,5134.36,4797.29
415,4456.28,13256.14,,,5430.13,,5705.96,5053.96,5146.78,4808.87
416,4466.98,13289.13,,,5443.31,,5719.55,5066.14,5159.19,4820.46
417,4477.69,13322.12,,,5456.49,,5733.14,5078.31,5171.61,4832.05
418,4488.40,13355.11,,,5469.68,,5746.73,5090.49,5184.02,4843.64
419,4499.10,13388.10,,,5482.86,,5760.32,5102.67,5196.44,4855.23
420,4509.81,13421.09,,,5496.04,,5773.91,5114.85,5208.86,4866.81
421,4520.51,13454.08,,,5509.22,,5787.50,5127.03,5221.27,4878.40
422,4531.22,13487.07,,,5522.41,,5801.09,5139.21,5233.69,4889.99
423,4541.92,13520.06,,,5535.59,,5814.68,5151.39,5246.11,4901.58
424,4552.63,13553.05,,,5548.77,,5828.28,5163.57,5258.52,4913.16
425,4563.34,13586.04,,,5561.95,,5841.87,5175.75,5270.94,4924.75
426,4574.04,13619.03,,,5575.14,,5855.46,5187.92,5283.35,4936.34
427,4584.75,13652.02,,,5588.32,,5869.05,5200.10,5295.77,4947.93
428,4595.45,13685.01,,,5601.50,,5882.64,5212.28,5308.19,4959.51
429,4606.16,13718.00,,,5614.69,,5896.23,5224.46,5320.60,4971.10
430,4616.87,13750.99,,,5627.87,,5909.82,5236.64,5333.02,4982.69
431,4627.57,13783.98,,,5641.05,,5923.41,5248.82,5345.44,4994.28
432,4638.28,13816.97,,,5654.23,,5937.00,5261.00,5357.85,5005.86
433,4648.98,13849.96,,,5667.42,,5950.60,5273.18,5370.26,5017.45
434,4659.69,13882.95,,,5680.60,,5964.19,5285.35,5382.69,5029.04
435,4670.39,13915.94,,,5693.78,,5977.78,5297.53,5395.10,5040.63
436,4681.10,13948.93,,,5706.96,,5991.37,5309.71,5407.51,5052.22
437,4691.81,13981.92,,,5720.15,,6004.96,5321.89,5419.93,5063.80
438,4702.51,14014.91,,,5733.33,,6018.55,5334.07,5432.35,5075.39
439,4713.22,14047.90,,,5746.51,,6032.14,5346.25,5444.76,5086.98
440,4723.92,14080.89,,,5759.70,,6045.73,5358.43,5457.18,5098.57
441,4734.63,14113.88,,,5772.88,,6059.32,5370.61,5469.59,5110.15
442,4745.33,14146.87,,,5786.06,,6072.91,5382.78,5482.02,5121.74
443,4756.04,14179.86,,,5799.24,,6086.51,5394.96,5494.43,5133.33
444,4766.75,14212.85,,,5812.43,,6100.10,5407.14,5506.84,5144.92
445,4777.45,14245.84,,,5825.61,,6113.69,5419.32,5519.27,5156.50
446,4788.16,14278.83,,,5838.79,,6127.28,5431.50,5531.68,5168.09
447,4798.86,14311.82,,,5851.97,,6140.87,5443.68,5544.09,5179.68
448,4809.57,14344.81,,,5865.16,,6154.46,5455.86,5556.51,5191.27
449,4820.28,14377.80,,,5878.34,,6168.05,5468.04,5568.93,5202.85
450,4830.98,14410.79,,,5891.52,,6181.64,5480.22,5581.34,5214.44
451,4841.69,14443.78,,,5904.70,,6195.23,5492.39,5593.76,5226.03
452,4852.39,14476.77,,,5917.89,,6208.83,5504.57,5606.17,5237.62
453,4863.10,14509.76,,,5931.07,,6222.42,5516.75,5618.59,5249.21
454,4873.80,14542.75,,,5944.25,,6236.01,5528.93,5631.01,5260.79
455,4884.51,14575.74,,,5957.44,,6249.60,5541.11,5643.42,5272.38
456,4895.22,14608.73,,,5970.62,,6263.19,5553.29,5655.84,5283.97
457,4905.92,14641.72,,,5983.80,,6276.78,5565.47,5668.26,5295.56
458,4916.63,14674.71,,,5996.98,,6290.37,5577.65,5680.67,5307.14
459,4927.33,14707.70,,,6010.17,,6303.96,5589.82,5693.08,5318.73
460,4938.04,14740.69,,,6023.35,,6317.55,5602.00,5705.51,5330.32
461,4948.75,14773.68,,,6036.53,,6331.14,5614.18,5717.92,5341.91
462,4959.45,14806.67,,,6049.71,,6344.74,5626.36,5730.33,5353.49
463,4970.16,14839.66,,,6062.90,,6358.33,5638.54,5742.75,5365.08
464,4980.86,14872.65,,,6076.08,,6371.92,5650.72,5755.17,5376.67
465,4991.57,14905.64,,,6089.26,,6385.51,5662.90,5767.59,5388.26
466,5002.27,14938.63,,,6102.44,,6399.10,5675.08,5780.00,5399.84
467,5012.98,14971.62,,,6115.63,,6412.69,5687.25,5792.41,5411.43
468,5023.69,15004.61,,,6128.81,,6426.28,5699.43,5804.84,5423.02
469,5034.39,15037.60,,,6141.99,,6439.87,5711.61,5817.25,5434.61
470,5045.10,15070.59,,,6155.18,,6453.46,5723.79,5829.66,5446.20
471,5055.80,15103.58,,,6168.36,,6467.06,5735.97,5842.09,5457.78
472,5066.51,15136.57,,,6181.54,,6480.65,5748.15,5854.50,5469.37
473,5077.22,15169.56,,,6194.72,,6494.24,5760.33,5866.91,5480.96
474,5087.92,15202.55,,,6207.91,,6507.83,5772.51,5879.33,5492.55
475,5098.63,15235.54,,,6221.09,,6521.42,5784.69,5891.75,5504.13
476,5109.33,15268.53,,,6234.27,,6535.01,5796.86,5904.16,5515.72
477,5120.04,15301.52,,,6247.45,,6548.60,5809.04,5916.58,5527.31
478,5130.74,15334.51,,,6260.64,,6562.19,5821.22,5928.99,5538.90
479,5141.45,15367.50,,,6273.82,,6575.78,5833.40,5941.41,5550.48
480,5152.16,15400.49,,,6287.00,,6589.37,5845.58,5953.83,5562.07
481,5162.86,15433.48,,,6300.18,,6602.97,5857.76,5966.24,5573.66
482,5173.57,15466.47,,,6313.37,,6616.56,5869.94,5978.65,5585.25
483,5184.27,15499.46,,,6326.55,,6630.15,5882.12,5991.08,5596.83
484,5194.98,15532.45,,,6339.73,,6643.74,5894.29,6003.49,5608.42
485,5205.68,15565.44,,,6352.92,,6657.33,5906.47,6015.91,5620.01
486,5216.39,15598.43,,,6366.10,,6670.92,5918.65,6028.33,5631.60
487,5227.10,15631.42,,,6379.28,,6684.51,5930.83,6040.74,5643.19
488,5237.80,15664.41,,,6392.46,,6698.10,5943.01,6053.16,5654.77
489,5248.51,15697.40,,,6405.65,,6711.69,5955.19,6065.57,5666.36
490,5259.21,15730.39,,,6418.83,,6725.29,5967.37,6077.99,5677.95
491,5269.92,15763.38,,,6432.01,,6738.88,5979.55,6090.41,5689.54
492,5280.63,15796.37,,,6445.19,,6752.47,5991.72,6102.82,5701.12
493,5291.33,15829.36,,,6458.38,,6766.06,6003.90,6115.23,5712.71
494,5302.04,15862.35,,,6471.56,,6779.65,6016.08,6127.66,5724.30
495,5312.74,15895.34,,,6484.74,,6793.24,6028.26,6140.07,5735.89
496,5323.45,15928.33,,,6497.93,,6806.83,6040.44,6152.48,5747.47
497,5334.15,15961.32,,,6511.11,,6820.42,6052.62,6164.91,5759.06
498,5344.86,15994.31,,,6524.29,,6834.01,6064.80,6177.32,5770.65
499,5355.57,16027.30,,,6537.47,,6847.60,6076.98,6189.73,5782.24
500,5366.27,16060.29,,,6550.66,,6861.20,6089.16,6202.15,5793.83
